CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"101,767","PO Box 5983, Grand Forks, North Dakota  58206",Grand Forks Narcotics Task Force,"10,000",
"101,745","1425 S. Madison Avenue, Monroe, GA 30655",Walton Co Forfeited Drug Funds,"1,324",
"101,743",  N/OH District,  U.S. Marshals Service - N/OH District,,"4,318"
"101,736","10 Hastings DriveLatham, NY  12110",DEA Northern Drug Task Force,"11,738",0
"101,735",US DOJ Asset/Forfeiture/Criminal Division 10th & Constitution Ave. N.W. Bond Bldg. 10th Floor,D.E.A. Detroit,"75,766",0
"101,727","3400 LEE ROAD, SHAKER HEIGHTS, OH  44120-3493",CITY OF SHAKER HEIGHTS,"7,113",
"101,725","4500  West 50th Avenue, Anchorage, AK 99502",Alaska State Troopers,"18,229",
"101,717","3400 Lee RoadShaker Heights, OH 44120",City of Shaker Heights c/o Ohio HIDTA Task Force,"103,244",0
"101,704","19 Chenango Street, 7th floorBinghamton, new York 13901",Broome County District Attorneys Office,412,
"101,638","100 A. West Rock StreetFayetteville, AR  72701",Fourth Judicial District Drug Task Force,"3,504",
"101,616","3046 Prospect Park #1Rancho Cordova, CA  95670",California Bureau of Narcotic Enforcement,"8,522",
"101,616","3688 Avtech ParkwayRedding, CA  96002",California Bureau of Narcotic Enforcement,"18,000",
"101,616","4200 Latham Street, Suite DRiverside, CA  92501",California Bureau of Narcotic Enforcement,"4,750",
"101,616","450 West Fourth Street, Suite 210Santa Ana, CA   92701",Orange County Regional Narcotics Suppression Program,"10,000",
"101,616","4500 West 50th AveAnchorage, AK   99502",Alaska State Troopers,"1,219",
"101,616","874 Town & Country RoadOrange, CA  92868",California Bureau of Narcotic Enforcement,"75,811","17,623"
"101,611",OHEQ00304,HIDTA,"7,200",
"101,597","801 West Superior Cleveland, Ohio 44113",Carribbean Task Force,"110,088",
"101,580","1388 Research Park Dr.Beavercreek, Ohio  45432",Greene County ACE Task Force,"223,143",
"101,567","515 W Moreland Blvd, Waukesha, WI  53187",Waukesha County Sheriff,"7,707",
"101,559",18050  Deering Livonia Mi. 48152,Western Wayne criminal Investigations,"40,000",
"101,558","100-A WEST ROCK ST.    FAYETTEVILLE, ARKANSAS  72701",4TH JUDICIAL DISTRICT DRUG TASK FORCE,112,0
"101,546","28 Perry StreetVernon, IN 47282",Drug & Alcohol Task Force,"6,500",
"101,511","P.O.BOX 539, JONESBORO, AR 72401",2nd Judicial Drug Task Force,"22,083",
"101,509",1338 Research Park Dr,A.C.E. Task Force,"464,375","23,256"
"101,500","984 Keynote Circle, Brooklyn Heights, Ohio",HIDTA,"39,480",
"101,465","Alaska Bureau of Alcohol & Drug Enforcement4500 West 50th AvenueAnchorage, Alaska 99502",Alaska State Troopers,"1,221",
"101,465","Alaska Bureau of Alcohol & Drug Enforcement4500 West 50th AvenueAnchorage, Alaska 99502",Alaska State Troopers,135,
"101,465","Alaska Bureau of Alcohol & Drug Enforcement4500 West 50th AvenueAnchorage, Alaska 99502",Alaska State Troopers,"1,230",
"101,447","100 West Broadway, Montesano WA 98563",Grays Harbor County Sheriff's Office,"22,445","2,311"
"101,442",OHCLPD056,Caribbean Drug Gang Task force,"55,044",
"101,441","701 Main StreetSt. Joseph, MI  49085",County of Berrien,261,
"101,429","401 Justice Blvd Griffin, GA 30224",Spalding County Sheriff's Department,78,
"101,429","401 Justice Blvd Griffin, GA 30224",Spalding County Sheriff;s Department,858,
"101,429","401 Justice Blvd Griffin, GA 30224",Spalding County Sheriff;s Department,9,
"101,429","PO Box T, Griffin, GA 30224",Griffin Police Department,30,
"101,415",KY1001200,Operation Unite,"18,582",
"101,393","Somerset, Ky",UNITE,0,"2,204"
"101,384","100-A WEST ROCK ST.FAYETTEVILLE, AR 72701",FOURTH JUDICIAL DISTRICT,112,
"101,366",PA022013A,Dauphin County District Attorney's Drug Task Force,"25,000",
"101,363","100-A West Rock StreetFayetteville, AR 72701",Fourth Judicial District Drug Task Force,112,0
"101,362",15 E. Chautauqua Street Mayville NY 14757,Southern Tier Reg. Drug Task Force ,,"4,740"
"101,305","1516 Church StreetStevens Point, WI 54481",Portage County Sheriff's Department,466,
"101,264","1770 County Road NNElkhorn, WI  53121",Walworth County Drug Enforcement Unit,"1,877",
"101,262",akast0100,"Alaska State Troopers 4500 West 59th Avenue  Anchorage, AK 99502","3,373",
"101,241","Post Office Box 630Montesano, Washington 98563",Grays Harbor County Sheriff,"22,445","2,311"
"101,237","PO Box 580Fort Collins, CO 80522",Larimer County Drug Task Force,"7,656",
"101,224","455 N. Broadwat, Bartow, FL 33830",Polk County Sheriff Office,"5,478",
"101,209","1725 Territorial RD, Benton Harbor, MI 49022",Benton Charter Township,753,0
"101,197","1320 Pewaukee RoadWaukesha, WI  53188",County of Waukesha,"7,879",
"101,182","13900 E. Harvard Ave. #305Aurora, CO.  80014",Front Range Task Force,"23,362",
"101,135","PO Box 2806Fargo, ND 58103",Cass County,"11,308",
"101,133",IN0180100,"City of Muncie, Indiana","11,726",
"101,131","801 W. Superior Ave., Suite 400, Cleveland , OH  44113","United States Marshals Services, Northern District of Ohio","14,280",
"101,130",WI0410073,Milwaukee Metropolitan Drug Enforcement Group,"17,034",
"101,127","100-A West Rock StreetFayetteville, AR 72701",4th Judicial District Drug Task Force,112,0
"101,123",500 N. Schmidt rd.  West Bend WI 53095,Washington County Sheriff's Department,"2,502",
"101,106","175 Hawley StLockport, NY 14094",Niagara County District Attorney's Office,"5,893",0
"101,103",IA0780000,"State of Iowa, DEC Program","4,956",
"101,103",IA0780100,Southwest Iowa Narcotics Enforcement,"2,202",0
"101,103",IA0780100,"City of Council Bluffs, Police Department","8,466",0
"101,103",IAIHP0301,Iowa State Patrol,"5,743",
"101,086","#1 Veterans Square, Ironton, Ohio 45638",Lawrence County Prosecutor,"4,000",
"101,066",Not applicable,Not applicable,0,0
"101,033","2221 SOUTH TIMBERLINE ROAD, FT. COLLINS, CO., 80525",FORT COLLINS POLICE SERVICES,"5,283",
"101,013","13900 E. Harvard Ave., Suite 350, Aurora, CO 80014",Front Range Task Force,"13,429",0
"100,995","U.S. Attorney's Office, 801 Superior Ave., Cleveland, OH 44113",Carribean Gang Task Force,"55,044",0
"100,991","1300 W Broward BoulevardFort Lauderdale, FL  33312",Fort Lauderdale Police Department,"3,261,915",
"100,991","2801 Salzedo StreetCoral Gables, FL 33134",Coral Gables Police Department,"91,673",
"100,951","515 W. Moreland Blvd.Waukesha, WI 53187-1488",Waukesha County Metro Drug Unit,89,0
"100,946","100-A West Rock St.Fayetteville, AR   72701",4th Judicial Task Force,112,
"100,945","7900 Forsyth Blvd.Clayton, MO  63105",St. Louis County Police Department,"11,841",
"100,941","100-A West Rock StreetFayetteville, AR  72701",Fourth Judicial District Drug Task Force,"1,956",
"100,939","742 Turner DriveDurango, CO  81301",La Plata County Sheriff's Office,"14,781",
"100,939","P.O. Box 1601Durango, CO  81302",SWCDTF,"26,480",
"100,929","COUNTY OFFICE BUILDING223 W. MAIN ST.JOHNSTOWN, NY  12095",FULTON COUNTY COURT,"4,068",
"100,911","120 E. Main St.  Xenia, OH  45385",Greene County Sheriff's Office,"223,144",
"100,894","7900 Forsyth Blvd, Clayton, MO   63105",St. Louis County Police Departmetn,"25,333",
"100,883","525 W. VanBuren Street, Suite 600, Chicago, Illinois 60607",ATF,,"2,588"
"100,883","9700 Higgins Rd. RosementFBI 2111 Roosevelt Rd., Chgo., IL 60608U.S.Marshalls 700 N. Sacramento Blvd., Chgo., ILDog Task Force 111 N. Canal St., Chgo., IL 60606CPOT Task Force (Taryn McKenna at HIDTA)","DEA (Drug Enforcement Agency)230 S. Dearborn, Suite 1200","193,027",
"100,872","112 E. EMERSON ST. PRINCETON, IN. 47670",GIBSON COUNTY SHERIFF' S DEPARTMENT,0,
"100,861","1601 New Road, Northfield, New Jersey,08225",Federal Bureau of Investigation,"16,529",
"100,860","226 Lake StreetElmira, NY 14901",Chemung County District Attorney's Office,"6,235",
"100,816","Mineola, NY  ",Nassau County District Attorney Civil Forfeiture,"4,985",
"100,807","120 E. Main St., Xenia, Ohio 45385",Greene County Sheriff's Office,"231,225",
"100,731","742 Turner DriveP.O. Box 1601Durango, Colorado 81302",Southwest Drug Task Force,"5,586",0
"100,713",AKAST0100,"Dept of Public Safety, Alaska State Troopers","8,788",
"100,699","1320 Pewaukee RoadWaukesha, WI 53188",Waukesha County,173,
"100,682","Canton, Michigan, 48188, 734-397-0090",Western Wayne County Criminal Investigation Division of MSP,"40,750",
"100,678",NJIRS2200,U.S. Department of Treasury,,"12,139"
"100,662",185 Roswell Street  Marietta GA  30090,Marietta/Cobb Smyrna Narcotics,"25,000",
"100,632","201 S. Broad Street Lancaster, Ohio 43130",Fairfield Hocking Major Crimes Unit,"16,000",
"100,628",OHEQ00081,WARREN CO DRUG TASK FORCE,"42,625",
"100,624",OH0184800,"Shaker Heights Police Department, 3355 Lee Road, Shaker Heights, OH   44120","14,382",
"100,616","7 Court Street, Belmont, NY 14813",Allegany County District Attorney,"3,843",0
"100,611","560 Greison TrailNewnan, GA 30263",Coweta County Sheriff Office,"10,291",0
"100,587","268A Mammoth Rd. Londonderry, NH 03053","Londonderry, NH Police Department",375,
"100,569","205 Border St., Orange, Tx. 77630",Orange County Sheriff's Office,,"25,000"
"100,547","49 Rancocas Rd., Mt. Holly, NJ",Burlington County Prosecutor's Office,683,
"100,484",Not Applicable,Not Applicable,0,0
"100,399","P.O. Box 20386, Boulder, CO  80308",Boulder County Drug Task Force,"16,055",
"100,372","201 N. 5th Street, Beatrice, NE  68310",SEADE Task Force,"22,137",
"100,368", NYSP  Crystal Run Road Middletown NY,New York State Police Mid Hudson Drug Task Force,277,
"100,368",555 Union Ave. New Windsor NY 12553,New Windsor Police Department,700,
"100,359","P.O. Box 1456, Atlanta, GA  30371-1456",Georgia State Patrol,"13,583",
"100,351","380 Boulevard Kingston, NY 12401",Ulster Regional Gang Enforcement Narcotics Team,0,0
"100,331",315 South Ireland St. Greensburg IN 47240,Decatur County Sheriff's Department,0,0
"100,319","7900 FORSYTH, CLAYTON MO 63105",ST. LOUIS COUNTY MULTIJURISDICTIONAL TASK FORCE,"19,110",
"100,307",-,-,0,0
"100,304","10160 Technology Boulevard EastIrving, TX 75220",North Texas HIDTA,"40,983",
"100,291",OH0470000,Lorain County Sheriff's Office,"27,196",
"100,275","2800 LOUISA STREET CATLETTSBURG, KY. 41129",BOYD COUNTY SHERIFF'S DEPARTMENT,0,
"100,255","11226 N.W. 20th, StreetDoral, FL 33172",Immigration And Customs Enforcement,,"66,001"
"100,227","1905 Hall Ave Marinette, WI 54143",Northeast Tri - County drug Enforcement Group,805,
"100,185",IN0101000,Southern Indiana Drug Task Force,"10,471",
"100,181",Not Applicable,Not Applicable,0,0
"100,145",915 9th Ave N  Moorhead MN 56560,Clay County Sheriff's Department,"2,523",
"100,122",Not Applicable,Not Applicable,0,0
"100,117","375 Third Street, lakeport, CA  95453","District Attorney, Lakeport, CA","23,520",
"100,109","801 W. Michigan St.Milwaukee, WI 53233",Milwaukee Metropolitan Drug Enforcement Group,"1,241",
"100,106",Not applicable,Not applicable,0,0
"100,086",None, None,0,
"100,076","7900 Forsythe., St. Louis, Missouri 63105",St. Louis County Police Department,"24,576",
"100,061","205 W Rusk Rockwall, TX 75087",Rockwall Police Department,"234,939",
"100,059","735 Riverview Ave., Logan, WV  25601",US 119 Drug and Violent Crime Task Force,"2,703",0
"100,045","One Police Plaza New York, NY 10038",New York Police Department,,
"100,029",NB080013A,Seward County Drug Board,"80,526",
"100,026","215 Central Street PO Box 2113Abington Ma. 02351",Abington Police Department,0,0
"100,021",FLEQ00213,South Florida Money Laundering Strike Force,"3,551",0
"99,998",CA0192KOX,L.A.  IMPACT,"24,741",
"99,989","874 Town and Country Road, Suite 110, Orange, CA 92868",California Department of Justice Bureau of Narcotic Enforcement,"681,764",
"99,917",212 PARK ST. TRINIDAD TX. 75163,TRINIDAD POLICE DEPARTMENT,0,0
"99,916","40 NE LOOP 410, SUITE 501 SAN ANTONIO, TX 78213",U.S. IMMIGRATION AND CUSTOM ENFORCEMENT,,"12,685"
"99,907","P. O. Box 1468, Orange, TX 77631-1468",Orange County Sheriff's Office,,"25,000"
"99,881",CA0349496,California Department of Justice/BNE,"6,255",
"99,881",CA0349496,California Department of Justice/BNE,"1,183",
"99,869",FL0060300,"CITY OF FORT LAUDERDALE, FLORIDA","3,271,511",
"99,859","212 Arthur St, Manistee, MI 49660",SSCENT,0,0
"99,847",AKAST0100,STATE OF ALASKA,490,
"99,847",AKAST0100,STATE OF ALASKA,"12,168",
"99,847",AKAST0100,STATE OF ALASKA,"7,061",
"99,847",AKAST0100,STATE OF ALASKA,951,
"99,846","335 West Main St. Court HouseMalone, NY 12953",Franklin County Probation,100,
"99,846","7551 Court St. PO Box 217Elizabethtown, NY 12932",Essex County Probation,"1,650",
"99,827",FL0590000,Seminole County Sheriff's Department,"5,365",0
"99,822","400 Monroe  Detroit, MI  48226",Wayne County,"481,002",
"99,821",AL0250100,Cullman Police Department,389,
"99,806",JACKSON MS,D.E.A.,"2,000",
"99,799","Eagan, MN  55121-9640",United States Postal Service,"5,352",
"99,792","310 Hand AveBay Minette, AL  36507",Baldwin County Sheriff's Dept,"14,462",
"99,773","P O Box 1719Bronson, FL  32621",Levy County Sheriff's Office,"7,334",
"99,764",GAEQ00104,Marietta Cobb Smyrna Narcotics and Organized Crime Unit,,"25,000"
"99,750","4500 West 50th Ave.,  Anchorage, AK 99502","State of Alaska DPS, Alaska Bureau of Alcohol & Drug Enforcement","19,719",
"99,748",FL0480100,METROPOLITAN BUREAU OF INVESTIGATION,"4,361",
"99,748",FL0480100,METROPOLITAN BUREAU OF INVESTIGATION,"2,853",
"99,743","PO Box 4115, Sarasota, FL  34230-4115",Sarasota County Sheriff's Office,"6,000",
"99,741",NY051013A,SUFFOLK COUNTY DISTRICT ATTORNEY'S OFFICE,"36,004",
"99,729","Orlando, FL",Metropolitan Bureau of Investigation,,"7,370"
"99,729","Tampa, FL",I.C.E.,,"71,990"
"99,720",AL0250000,Cullman Police Department,240,
"99,716","309 5th StreetSergeant Bluff, Iowa 51054",Sergeant Bluff Police Department,0,
"99,701","100 Bush Blvd., Sanford, FL 32773",Seminole County Sheriff's Office,"5,365",
"99,689","4700 W. Ramona Blvd., Monterey Park CA 91754-2169",Los Angeles County Sheriff's Dept.-Cal-MMET,"30,463",
"99,689",5700 S. Eastern Ave. Commerce CA 90040,LAIMPACT,"367,780","14,220"
"99,677","3046 Prospect Park Drive, Suite 1Rancho Cordova, CA 95670",CA DOJ - Bureau of Narcotic Enforcement,"1,502",
"99,669",WAICE1000,"Immigration & Customs Enforcement, Seattle, WA",0,"41,964"
"99,632",WAEQ00208,"South Snohomish County Narcotics Task Force, Lynnwood, WA","4,309",
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,92,
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,"8,335",
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,427,
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,290,
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,"3,721",
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,"5,697",
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,"1,982",
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,533,
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agnecy,286,
"99,579",TX2201200,North Texas HIDTA - FTW PD Lead Agency,"2,608",
"99,576","122 EAST CARL ALBERT PARKWAY SUITE IMCALESTER, OKLAHOMA 74501",PITTSBURG COUNTY DISTRICT ATTORNEY,244,
"99,565","3381 US Hwy 277, Eagle Pass, Texas 78852",Eagle Pass DEA HIDTA Task Force,0,
"99,564",FL0480010,Metropolitan Bureau of Investigation,"52,539","50,062"
"99,562","Columbus NE, Madison NE","Platte County , Madison County","2,045",
"99,545","Forfeiture Account120 Prison Farm RoadValdosta, GA 31601",Lowndes County Sheriff's Department,"79,605",0
"99,545","P.O. Box 5666, Spartanburg, SC 29304","County of Spartanburg, SC","17,914",0
"99,540",FL0590000,Seminole County Sheriff,"5,365",
"99,538","1001 Pearl StreetBeaumont, TX 77627",Jefferson County Sheriff's Office,"13,123",
"99,518","185 Roswell St. Marietta, GA 30090","Marietta, Cobb, Smyrna Narcotics",0,"25,000"
"99,512","455 N BROADWAYBARTOW, FL 33830",POLK COUNTY SHERIFF'S OFFICE,"12,649",
"99,509","1300 West Broward Blvd., Fort LAuderdale, FLorida 33312",Ft. Lauderdale Police Department  SERTF,"3,264,822",0
"99,502","121 ROOSEVELT AVE., PAWTUCKET, RI", PAWTUCKET POLICE DEPARTMENT,0,0
"99,488","P. O. Box 990 Kilgore, TX  75663-0990",City of Kilgore,"33,022",
"99,485","P.O. Box 1131, Salinas, CA",Monterey County District Attorney,"8,682",
"99,482","P.O. Box 9507, Fort Lauderdale, FL  33310",Broward County Sheriff's Office,"31,058",0
"99,477","105 Border St. Orange, Texas 77630",Orange County Sheriffs Department ,0,"25,000"
"99,474","2200 Eighth Ave North, Birmingham, AL 35203",Jefferson County Sheriff's Office,"279,234",
"99,472",CA0192KOX,LA Impact (Los Angeles Metropolitan Police Apprehension,"15,147","3,449"
"99,469","200 Taylor StreetFort Worth, Texas  76102",North Texas HIDTA RISC Group,"68,514",
"99,469","350 W. BelknapFort Worth, Texas  76102","City of Fort Worth, Western Drug Squad","5,697",0
"99,462",FL0510000,"PASCO COUNTY SHERIFF'S OFFICE, NEW PORT RICHEY, FL  34654","40,000",
"99,459","P.O. Box 180Linden, TX  75563",Cass County/Ark-La-Tex Narcotics,"4,413",
"99,446",FL0060300,City of Fort Lauderdale,"3,261,227",
"99,432","80 Centre Street - 6th FloorNew York, NY 10013",Office of the Special Narcotics Prosecutor for the City of New York,"191,445","12,502"
"99,432","One Hogan PlaceNew York, NY 10013",New York County District Attorney ,0,"45,515"
"99,414",FL050015A,15th District State Attorney's Office,"8,475","2,500"
"99,413",FL0590000,Seminole County Sheriff,"5,365",
"99,411",FL050015A,SA Office 15th Judicial Circuit Money Laundering Task Force,,"10,957"
"99,406","240 Water Street, MSC 144, POB 95050Henderson, NV  89009",Henderson Police Department,,
"99,396",N/A,  N/A,0,0
"99,394",CA0300045,OC Regional Narcotics Suppression Program,"52,489",
"99,385","P.O. Box 990  Kilgore, Texas 75663-0990",DEA Task Force - Kilgore Police Department,"33,102",0
"99,382","1300 West Broward Blvd.Fort Lauderdale, FL 33312",City of Fort Lauderdale Police Dept,"6,208,956",0
"99,369","776 N.E. 125 STREET NORTH MIAMI, FL. 33161",CITY OF NORTH MIAMI,,
"99,328","1475 West Cypress Creek Road, Suite 301, Fort Lauderdale, Florida 33309",US Department of Justice - Drug Enforcement Administration,"3,261,915",
"99,299","901 E.14th street San Leandro, Ca. 94577",San Leandro Police,"8,775",
"99,293",FL0530000,Polk County Sheriff Office,"1,044",
"99,293",FL0530000,Polk County Sheriff Office,695,
"99,293",FL0530000,Polk County Sheriff Office,"2,034",
"99,293",FL0530000,Polk County Sheriff Office,808,
"99,293",FL0530000,Polk County Sheriff Office,897,
"99,289",MI8218200,Wayne County Sheriffs Department,"207,351",
"99,285","P O Box 1468, Orange, TX 77631-1468",Orange County Sheriff,,"37,024"
"99,284",District of S/Texas,U. S. Marshals Service,"2,624",
"99,277","117 E Main, Moore, Ok 73160",City of Moore Police Dept,0,0
"99,263","655 96th StreetBal Harbour, FL 33154",Bal Harbour Village Police Department,,"20,000"
"99,242",VAVSP0000,VIRGINIA STATE POLICE,,"6,000"
"99,233","1300 W BROWARD BLVDFORT LAUDERDALE, FLORIDA 33312",CITY OF FORT LAUDERDALE,"3,261,227",
"99,233","2601 W. BROWARD BLVDFORT LAUDERDALE, FLORIDA 33312",BROWARD COUNTY SHERIFF'S OFFICE,"21,023",
"99,233","P.O. BOX 347138 CORAL GABLES, FLORIDA 33234",CITY OF CORAL GABLES,"42,117",
"99,213",FL0060300,CITY OF FORT LAUDERDALE ,"1,920",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"2,648,902",
"99,213",FL0060300,CITY OF FORT LAUDERDALE ,"10,871",
"99,213",FL0060300,CITY OF FORT LAUDERDALE ,"1,580",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"593,814",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,761,
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"3,377",
"99,205","100 N ANDREWS AVENUEFT LAUDERDALE, FL 33301",CITY OF FT LAUDERDALE,"3,267,322",
"99,193","Raleigh, N.C.",State of N.C.,"26,049",
"99,188",CA0190036,California Multi-Jurisdictional Methamphetamine Enforcement Team,"4,809",
"99,188",CA0190036,California Multi-Jurisdictional Methamphetamine Enforcement Team,787,
"99,188",CA0190036,California Multi-Jurisdictional Methamphetamine Enforcement Team,"24,789",
"99,188",CA0192KOX,Los Angeles Interagency Metropolitan Police Apprehension Crime Task Force,293,
"99,188",CA0192KOX,Los Angeles Interagency Metropolitan Police Apprehension Crime Task Force,"1,336",
"99,188",CA0192KOX,Los Angeles Interagency Metropolitan Police Apprehension Crime Task Force,"5,232",
"99,161","District of Eastern Missouri111 South 10th StreetSt. Louis, Missouri  63102",U.S. Marshal's Service,"1,680",0
"99,158",CA0192KOX,L.A. Impact - City of La Verne,"7,598",0
"99,155","140 N. Greenville Avenue Richardson, TX 75081",Richardson Police Department,"35,672",0
"99,155","140 N. Greenville Avenue Richardson, TX 75081",Richardson Police Department,"48,752",0
"99,146","100 N. Andrews AvenueFort Lauderdale, FL  33301",City of Fort Lauderdale,"3,261,227",0
"99,142","P.O. Box 67 Kearney, NE 68848",Buffalo County Attorney,0,0
"99,139","P. O. Box 1456Atlanta, Ga. 30371",State of Georgia / Department of Public Safety,"1,407",
"99,123","Alabama Operations Center, 834 Adams Ave., Montgomery, AL 36104",HIDTA,"9,415",
"99,122","PO Drawer 2500Largo, FL 33779",Pinellas County Sheriff's Office,"4,171","1,007"
"99,115",FLEQ00227,SE Regional Task Force,"3,261,864",
"99,114","185 Roswell Street, Marietta, GA   30090",Marietta/Cobb/Smyrna Narcotics & Org. Crime Unit,,"25,000"
"99,109","8404 North Esters Blvd. Suite 100Irving, TX 75063",High Intensity Drug Trafficking Area (North Texas HIDTA),"87,913",
"99,101",GAEQ00104,MArietta-Cobb-Smyrna Organized Crime Task Force,,"25,000"
"99,084",FL0130200,City of Coral Gables,"9,746",
"99,075","320 Robert S. KerrOklahoma City, OK 73120",Oklahoma County,"12,177",
"99,075","Oklahoma City, OK",State of Oklahoma,25,
"99,074","250 N. Orange Ave Suite 400 Orlando, FL  ",Metropolitan Bureau of Investigation,"6,095","4,361"
"99,068","1 Hogan Pl. New York, NY 10013",District Attorney New York County (HIDTA) ,0,"122,252"
"99,068","80 Centre St. New York, NY 10013",Office of Special Narcotics,"434,304","28,437"
"99,061","PO Box 24148Fort Worth, Texas  76124",Tarrant County Narcotics Unit,"31,655",0
"99,039","250 N. Orange Avenue Suite 400 Orlando, FL 32804",Metropolitan Bureau of Investigation,"80,672","63,666"
"99,037",CA0192KOX,  L.A. Impact,"120,324","27,424"
"99,021","One Bob Hope Road Miami, FL 331361133",Dade County Medical Examiner Department,,"10,050"
"99,010",NV0160000,Washoe County Street Enforcement Team,"15,913",
"98,994","P. O. Box 1780, Gulfport, MS 39502",City of Gulfport Police Department,"10,853",
"98,939",TX191015A,Randall County District Attorney,"5,978",0
"98,939",TX191015A,Randall County District Attorney,"1,356",0
"98,933",FL0060300,Ft. Lauderdale Police Department,"1,580",
"98,933",FL0060300,Ft. Lauderdale Police Department,941,
"98,933",FL0060300,Ft. Lauderdale Police Department,"10,871",
"98,933",FL0060300,Ft. Lauderdale Police Department,"601,650",
"98,933",FL0060300,Ft. Lauderdale Police Department,"3,377",
"98,933",FL0060300,Ft. Lauderdale Police Department,"2,648,902",
"98,914",TX0920400,Kilgore Police Department,"15,117",
"98,908","County of San Mateo555 County CenterRedwood City, CA 94063",San Mateo County Narcotics Task Force,"1,628",
"98,906",MI8275200,"City of Southgate Police Dept., Southgate, MI","10,000",
"98,905","BATON ROUGE, LOUISIANA",U.S. MARSHALS SERVICE MIDDLE DISTRICT OF LOUISIANA,"3,175",
"98,902","100 North Court StreetWestminster, MD 21157",Carroll County Drug Task Force,"53,646",0
"98,890","2200 Fresno Street, Fresno","Fresno County Sheriff's Department,CA","200,000",
"98,881",MI5071300,Roseville Police Department,"18,500",
"98,881",MI5071300,Roseville Police Department,"1,298",
"98,881",MI5071300,Roseville Police Department,"5,000",
"98,876","1225 Crater Lake Ave. Suite 201, Medford, OR 97504",DEA,"6,531",0
"98,872",DNA,DNADNA,0,0
"98,864","PO Drawer 47Fairfield, TX 75840",Freestone County Sheriff's Office,0,0
"98,849",                            06/07 revenue correction ,Upshur County Sheriff/DA,-808,
"98,849",Tyler Texas,DEA  ,"48,210",
"98,831",COEQ00157,Larimer County Sheriff's Office,"2,108",
"98,804","888 Purchase St.New Bedford, MA 02740",Office of the District Attorney-Bristol District,121,
"98,800","3660 D Street, La Verne, CA 91750","LA Impact, County of LA","14,800",
"98,793","205 So. Border StreetOrange, TX. 77630",Orange County Sheriff Dept.,"25,000",
"98,789",MAEQ00183,Suburban Middlesex County Drug Task Force,"1,159",
"98,780",Non-applicable,Non- applicable,0,0
"98,780",Non-applicable,Non-applicable,0,0
"98,775","Headquarters, 5700 S. Eastern Avenue, Commerce, CA 90040-2924",L.A. Impact,"26,724","4,063"
"98,774",CA0140001,"Inyo Cty NET, Bishop, CA 93175","12,458",
"98,774",CA0192KOX,"LA IMPACT, City of La Verne, CA","2,085","8,126"
"98,774",CA0192KOX,"LA IMPACT, City of La  Verne, CA","6,504",
"98,774",CA0192KOX,"LA IMPACT, City of La  Verne, CA","4,806",
"98,774",CA0192KOX,"LA IMPACT, City of La Verne, CA","19,707",
"98,774",CA0300045,"Orange County RNSP, Santa Ana, CA",873,
"98,774",CA0300045,"Orange County RNSP, Santa Ana, CA","54,740",
"98,774",CA0300045,"Orange County RNSP, Santa Ana, CA","6,637",
"98,774",CA0349496,"CA DOJ BNE, CA","1,503",
"98,774",CA0349496,"CA DOJ BNE, CA","15,853",
"98,774",CA0349496,"CA DOJ BNE, CA",874,
"98,774",CA0349496,"CA DOJ BNE, CA","10,000",
"98,774",CA0349496,"CA DOJ BNE, CA","1,068",
"98,774",CA0349496,"CA DOJ BNE, CA","3,302",
"98,774",CA0349496,"CA DOJ BNE, CA","1,417",
"98,769","5700 S. Eastern Ave., Commerce, CA  90040-2924",LA IMPACT,"29,849","6,094"
"98,753",FL0590000,Seminole Co. Sheriff's Office ,"5,365",0
"98,752",,Orange county inland regional narc ,"64,120",0
"98,750","1508 Rayon DriveParkersburg, WV 26101",Parkersburg Narcotics Task Force,"1,008","1,010"
"98,739","111 Court StreetCharleston, WV  25301","Magistrate Court of Kanawha County, West Virginia","3,700",
"98,739","111 Court StreetCharleston, WV  25301","Circuit Court of Kanawha County, West Virginia","3,068",
"98,739","111 Court StreetCharleston, WV  25301","Circuit Court of Kanawha County, West Virginia","16,405",
"98,739","111 Court StreetCharleston, WV  25301","Magistrate Court of Kanawha County, West Virginia",406,
"98,739","PO Box 2749Charleston, WV  25330",Metro Drug Unit/ Equitable Sharing,938,
"98,739","PO Box 2749Charleston, WV  25330",Metro Drug Unit / Equitable Sharing,"1,701",
"98,739","PO Box 2749Charleston, WV  25330",Metro Drug Unit / Equitable Sharing,642,
"98,739","PO Box 2749Charleston, WV 25330",Metro Drug Unit / Equitable Sharing,"14,983",
"98,739","PO Box 5070London, KY 40745-5070",Appalachia HIDTA,"2,117",
