CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"101,929","PO BOX 872WOOSTER, OH 44691",MEDWAY DEA,"16,000",
"101,913","200 N. Church Street Mishawaka,Indiana 46544",Mishawaka Police Department,"4,330",
"101,913","401 W. Sample Street South Bend,Indidna 46601",Saint Joseph County Police Department,"6,495",
"101,889",1 Cedar St. East Hampton NY 11937,East Hampton Village Police Department,"31,858",
"101,889",110 Old Riverhead Rd. Hampton Bays NY 11946,Southampton Town Police Department,"22,425",
"101,889",115 Jessup Ave. Quogue NY 11959,Quogue Village Police Department,"18,990",
"101,889",131 Wainscott NW Rd. Wainscott NY 11975,East Hampton Village Police Department,"32,569",
"101,889",16 Greene Ave. Amityville NY 11701,Amityville Police Department,"24,000",
"101,889",20 West Ave. Sayville NY 11796,Suffolk County Park Police Department,"18,990",
"101,889",200 East Sunrice Hwy. Lindenhurst NY 11757,Town of Babylon Marine Constable Bureau,"25,000",
"101,889",224 Main St. Northport NY 11768,Northport Village Police Department,"18,990",
"101,889",38 North Ferry Rd. Shelter Island NY 11964,Shelter Island Town Police Department,"18,990",
"101,889",380 West Neck Rd. Huntington NY 11743,Lloyd Harbor Police Department,"35,340",
"101,889",53095 Main Rd. Peconic NY 11958,Southold Town Police Department,"18,990",
"101,889",7140 Republic Airport East Farmingdale NY 11735,New York State Police Department Troop L,"9,581","4,293"
"101,889",Division St. Sag Harbor NY 11963,Sag Harbor Village Police Department,"20,000",
"101,888","531 Sangamon, Springfield, IL 62702",IL State Police,0,"8,610"
"101,884","1400 S. PulaskiMidlothian, IL 60445",South Suburban Emergency Response Team,"1,250",
"101,884","219 S. DearbornChicago, IL 60604",U.S. Marshall Service,"4,502",
"101,884","7500 S. OketoBridgeview, IL 60455",Village of Bridgeview Police Department,"1,000",
"101,884","c/o Countryside Police Department5550 S. East AvenueCountryside, IL 60525",Illinois Regional Air Support,"1,000",
"101,882","200 West GrandHaysville, Kansas 67060",HAYSVILLE POLICE DEPARTMENT - PROPERTY TRANSFER,"1,979",0
"101,881","202 W SCOTT,  ATHENS TX 75751",ATHENS POLICE DEPARTMENT,"9,380",
"101,881","298 MUNICIPAL DR,  GUN BARREL CITY TX 75156",GUN BARREL CITY POLICE DEPARMENT,"9,380",
"101,879",NY0590700,Yonkers Police Dept,"2,632",
"101,879",NY1010000,New York State Police,"1,316",
"101,879",NYO590300,Mt Vernon Police Dept,"1,316",
"101,874","P.O Box 746West Plains, MO 65775",South Central Drug Task Force,"1,500",
"101,865","19321 44th Ave W Lynnwood, WA 98036",Lynnwood Police Department,"4,309",
"101,865","250 5th Ave N Edmonds, WA 98036",Edmonds Police Department,"4,309",
"101,865","5906 232nd St SW Mountlake Terrace, WA 98043",Mountlake Terrace Police Department,"4,309",
"101,816","Eastern District of New York225 Cadman Plaza East, Room G20Brooklyn, NY  11201",United States Marshals Service,"5,196",0
"101,776","515 W Moreland Blvd, Waukesha WI  53188",Waukesha County Sheriff - Canine Fund,"2,000",
"101,742",KY0080000,"Boone County Sheriff's Office,  Burlington, KY",992,
"101,720","303-B Goose Creek Blvd., Goose Creek, SC  29445",Berkeley County Small Claims,570,
"101,706","1130 Compton Road, Cincinnati, Ohio 45231",Drug Abuse Reduction Task Force ,"3,500",0
"101,608","100 West Main StreetMuncie, IN 47305",Delaware County Prosecutor's Office,"11,726",0
"101,608","9730 West Smith StreetYorktown, IN 47396",Yorktown Police Department,"11,726",0
"101,593","1550 East 181st Avenue, Lowell, Indiana ",Indiana State Police Department,"5,450",
"101,509","100 Dayton St.Yellow Springs, Ohio  45387",Yellow Springs Police Department,"1,179",
"101,509","101 N. Detroit St.Xenia, Ohio  45385",Xenia Police Division,"223,144",
"101,509","1368 Research Park Dr.Beavercreek, Ohio  45432",Beavercreek Police Department,"223,144",
"101,509","4398 Clyo Rd.Centerville, Ohio  45459",Sugarcreek Township Police Department,"52,372",
"101,509","61 Greene St.Xenia, Ohio  45385",Greene County Prosecutor,"223,144",
"101,509","70 W. Hebble Ave.Fairborn, Ohio  45324",Fairborn Police Department,"223,144",
"101,495",IN067015A,A-Way Home Shelter,"1,488",
"101,491","115 South 5th Street Ironton, Ohio 45638",Lawrence County Sheriff's Office ,"4,000",
"101,489","25 South Martin Luther King AvenueWaukegan, Illinois 60085$10,672.32 line 1, was inadvertently sent to Lake County States Attorney office 09/24/07 (ORI #IL049013A) by US Marshall Service. Funds were transferred to Lake County Sheriff (ORI#IL04900) 01/23/08, upon confirmation by the Chicago FBI office, and U S Marshall Service the funds belonged to the Lake County Sheriff Department",Lake County Sheriff's Office,"10,672",
"101,455"," 110 Wells Farm Road  Goshen N.Y. 10924",Orange County Sheriff's Office,700,
"101,442",OHUSM0200,US Marshals Office,"93,395",
"101,441","S. A. Al DiBrito1725 Territorial RoadBenton Harbor, MI  49022",Violent Crimes Task Force,261,
"101,432","345 Phillip RoadMcDonough, GA 30253",Henry County Police Department,"5,476",
"101,429","498 Chattin Drive Canton, GA 30115ORI GA0281000",Cherokee Multi Agency Narcotics Squad,"15,000",
"101,426","Sebastian County 35 South 6 Street, Fort Smith, AR 72901",Sebastian County Drug Court,"1,046",
"101,409","3161 Wilson Avenue, Grandville 49418                                                    4343 Remembrance Road NW, Walker, MI  49544 ",Grandville Police Department and Walker Police Department,"24,367",
"101,396","PO Box 2373 Joliet, Illinois 60434",Crimestoppers of Will County,"6,200",0
"101,394",WI0600100,"Plymouth Police Dept. , Sheboygan, Wi",674,
"101,394",WI0600200,"Sheboygan Police Dept. Sheboygan, WI",674,
"101,383","P.O. Box 7260100 S. Clinton St.Syracuse, NY  13261-7260",United States Marshals Service,113,
"101,315",NY0000000,US Marshall Services,471,
"101,273",421 Michigan Street Sturgeon Bay WI 54235,Sturgeon Bay Police Dept,"4,029",
"101,267","1770 County Road NN, Elkhorn, WI  53121",Walworth County Sheriff's Department,"1,877",
"101,255","125 W. Livingston St.Celina, OH  45822",Mercer County DARE Program,75,
"101,210","5100 W Library AveBethal Park, PA  15102",BETHAL PARK POLICE DEPARTMENT,"25,000",0
"101,107","13101 East Broncos Parkway, Centennial, CO  80112",Arapahoe County Sheriff's Department,"13,429",
"101,107","1331 Cherokee Street, Denver, CO  80204",Denver Police Department,"93,831",
"101,107","15001 East Alameda Avenue, Aurora, CO  80012",Aurora Police Department,"13,429",
"101,107","201 West Colfax Avenue, Department 801, Denver, CO  80202",Denver District Attorney's Office,"13,429",
"101,107","4000 Justice Way, Castle Rock, CO  80104",Douglas County Sheriff's Department ,"13,429",
"101,107","690 Kipling Street, Suite 3000, Denver, CO  80215",Colorado Bureau of Investigation,"13,429",
"101,107","Building 1500, Stop 34, Buckley Air Force Base, Aurora, CO  80011",Colorado National Guard,"13,429",
"101,103",IA0780000,"State of Iowa, DEC Program","9,309",
"101,103",IAIHP0301,Iowa State Patrol,"3,274",
"101,100","110 Old Riverhead Road, Hampton Bays, NY 11946",Southampton P.D.,0,309
"101,100","210 Howell Avenue, Riverhead, NY 11901",Riverhead P.D.,0,309
"101,100","Division Street, Sag Harbor, NY 11963",Sag Harbor Village P.D.,0,309
"101,100","PO Box 1056, Shelter Island, NY 11964",Shelter Island P.D.,0,309
"101,100","PO Box 909, Wainscott, NY 11975",Easthampton P.D.,0,309
"101,100","PO Box 926, Quogue, NY 11959",Quogue Village P.D.,0,309
"101,100","PO Box 926, Quogue, NY 11959",Quogue Village P.D.,"15,000",
"101,100","SUNY  Stony Brook. 50 Circle Road, Stony Brook, NY 11790",NYS Department of Conservation,0,309
"101,066",Not applicable,Not applicable,0,0
"101,029","101 West Bel Air Avenue  Aberdeen, MD  21001",Aberdeen Police Department,"1,200",
"101,029","39 Hickory Avenue  Bel Air, MD  21014",Bel Air Police Department,"1,200",
"101,029","715 Pennington Avenue  Havre de Grace, MD  21078",Havre de Grace Police Department,"1,200",
"101,012",OH0502700,Mahoning Valley Law Enforcement Task Force,"2,000",
"100,905","1 Sheriffâ??s Plaza    Springfield, Illinois 62701",Sangamon County Sheriff's Dept.,"15,000",
"100,905","108 West Vine Street     Taylorville, Illinois 62568",Taylorville Police Dept.,"20,000",
"100,905","118 East Third Street     Pana, Illinois 62557",Pana Police Department,"5,000",
"100,905","1610 Reed    Jerome, Illinois 62704",Jerome Police Dept.,"5,000",
"100,905","200 West Douglas    Jacksonville, Illinois 62650",Jacksonville Police Dept.,"15,000",
"100,905","2000 Chatham Road    Leland Grove, Illinois 62704",Leland Grove Police Dept.,"5,000",
"100,905","300 West Court    Jacksonville, Illinois 62650",Morgan County Sheriff's Dept.,"15,000",
"100,905","301 West Franklin    P.O. Box 678    Taylorville, Illinois 62566",Christian County Sheriff's Dept.,"5,000",
"100,905","617 Seventh Street    P.O. Box 560     Pawnee, Illinois 62558",Pawnee Police Dept.,"5,000",
"100,905","800 East Monroe    Springfield, Illinois 62701",Springfield Police Department,"15,000",
"100,895","105 Keystone DriveSikeston, Missouri 63801",SEMO Drug Task Force,"1,000",
"100,883","1 Rock Island Arsenal Bldg 110, 2ne FloorRock Island, Illinois  61299-7630",US Treasury Army,"2,660",
"100,883","6650 Telecon DriveIndianapolis, In.  46278","U.S. Customs & Border Protection, Forfeiture Fund Section Suite 100",0,"1,596"
"100,872","112 E. EMERSON ST. PRINCETON , IN 47670",GIBSON COUNTY SHERIFF'S DEPARTMENT,0,
"100,795","P.O. BOX 3455DURANGO, CO  81302",6th JUDICIAL DISTRICT ATTORNEY'S OFFICE,"14,781",
"100,784","690 KIPLING STDENVER, CO  80215",COLORADO BUREAU OF INVESTIGATION,"5,586",
"100,784","P.O. BOX 3455DURANGO, CO  81301",6TH JUDICIAL DISTRICT ATTORNEY'S OFFICE,"26,480",
"100,784","P.O. BOX 459IGNACIO, CO 81134",IGNACIO POLICE DEPARTMENT,"5,586",
"100,769","MPO Box 2132Niagara Falls, NY 14302",Niagara Falls Block Club,256,
"100,767"," Raleigh, NC 27626",NCDOJ State Bureau of Investigation,"3,704",
"100,724","201 8th StreetOrange, Texas 77630",Orange Police Department,0,"25,000"
"100,724","2290 Texas AvenueBridge City, Texas 77611",Bridge City Police Department,0,"25,000"
"100,724","2700 AustinOrange, Texas 77630",West Orange Police Department,0,"25,000"
"100,724","3640 Mockingbird Orange, Texas 77630",Pinehurst Police Department,0,"25,000"
"100,724","695 East RailroadVidor, Texas 77662",Vidor Police Department,0,"25,000"
"100,637","DEA28 Church Street  Suite 300Buffalo, NY  14202",U.S. Department of Justice,"4,000",
"100,622",Same,Task Force Departments,"40,482",
"100,564","400 Walnut                                        420 East Thirds StreetMuscatine, Iowa                               Muscatine, Iowa",Muscatine County Sheriff            Muscatine County Attorney,"61,155",
"100,537","1 Government Square, Parkersburg, WV 26101",Parkersburg Police Department,0,0
"100,537","328 2nd Street, Parkersburg, WV 26101",Wood County Sheriff's Department,0,0
"100,537","604 29th Street, Vienna, WV 26105",Vienna Police Department,0,0
"100,537","725 Jefferson Road, South Charleston, WV 25309",West Virginia State Police,0,0
"100,491","210 EAST MARKET STREETABERDEEN, WA 98520",ABERDEEN POLICE DEPARTMENT,"22,445","2,311"
"100,491","215 10TH STREETHOQUIAM, WA 98550",HOQUIAM POLICE DEPARTMENT,"22,445","2,311"
"100,488","PO Box 790, Montrose Co 81402",Montrose Police (City of Montrose),0,0
"100,484",Not Applicable,Not Applicable,0,0
"100,447",Miami FL,DEA - Miami,"5,143","1,860"
"100,447",Miami FL,FBI - Miami,"19,203",
"100,407","152 Washington Avenue Belleville, N.J. 07109",Belleville Police Department,0,
"100,371","201 N. 5th Street, Beatrice, NE  68310",Beatrice Police Department,"22,137",
"100,351","380 Boulevard Kingston, NY 12401",Ulster Regional Gang Enforcement Narcotics Team,0,0
"100,350","BARE HILL RD.MALONE, NY  ",FRANKLIN COUNTY SHERIFF'S DEPT.,673,0
"100,350","BARE HILL RD.MALONE, NY  ",FRANKLIN COUNTY EMERGENCY SERVICES,598,0
"100,350","RAYBROOK, NY",NYSP - TROOP B,0,0
"100,316",KY096015A,Prosecutors Advisory Council,77,
"100,315","915 9th Ave NorthMoorhead, , MN 56560",Moorhead Police Department,"2,523",
"100,307",-,-,0,0
"100,286",OH0471900,LORAIN COUNTY DRUG TASK FORCE,"27,196",
"100,275","2800 LOUISA STREET CATLETTSBURG, KY. 41129",BOYD COUNTY SHERIFF'S DEPARTMENT,0,
"100,255","253 E. Virginia Street Tallahassee, FL ",Florida Missing Children's Day ,0,500
"100,240",IA0820000,Scott County Sheriff's Reserves,0,"1,552"
"100,228","1905 Hall Ave. Marinette, WI 54143",Marinette Police Department,805,
"100,228",831 10th Ave Menominee MI 49858,Menominee City/ County Drug Team,"4,942",
"100,223","521,6th, S. Elko, NV 89801",Elko County District Attorney,500,
"100,203","327 Park St. Rockland, ME 04841",Knox County Sheriff,"1,200",
"100,191","36745 Marquette Westland, MI 48185",Wayne Westland Public Schools ,"94,808",
"100,181",Not Applicable,Not Applicable,0,0
"100,123","300 South DanvilleWillis, TX 77378",Montgomery County TX Constable Precinct 1,"16,422",595
"100,123","P.O. Box 708Montgomery, TX 77356",Montgomery TX Police Department,"16,422",595
"100,106",Not applicable,Not applicable,0,0
"100,086",None, None,0,
"100,045","One Police Plaza New York, NY 10038",New York Police Department,0,
"100,026","215 Central StreetAbington Ma. 02351",Abington Police Department,0,0
"100,014","1014 Ridge Rd. Rockwall, TX 75087",Rockwall County Special Crimes Unit,"234,939",
"99,951","102 South Niagara StMaquoketa, Iowa 52060",Maquoketa Police Department,"2,486",
"99,951","104 South Niagara StMaquoketa, Iowa 52060",Jackson County Sheriffs Department,"2,486",
"99,951","106 North 3rd StBellevue, Iowa 52031",Bellevue Police Department,"2,486",
"99,951","107 S Ford StAnamosa, Iowa 52204",Anamosa Police Department,"2,486",
"99,951","11 West Gillet St P.O. Box 37Preston, Iowa ",Preston Police Department,"2,486",
"99,951","200 East 1st StMonticello, Iowa 52310",Monticello Police Department,"2,486",
"99,951","3911 Katz Dr.Marion, Iowa 52302",Marion Police Department,"2,486",
"99,951","407 Lynn StTipton, Iowa 52772",Tipton Police Department,"2,486",
"99,951","504 River St P.O. Box 285Sabula, Iowa 52070",Sabula Polce Department,"2,486",
"99,951","606 9th StDewitt, Iowa 52742",Dewitt Police Department,"2,486",
"99,951","711 East South StTipton, Iowa 52772",Cedar County Sheriffs Department,"2,486",
"99,951","P.O. Box 167Anamosa, Iowa 52205",Jones County Sheriffs Department,"2,486",
"99,937","County Courthouse Annex1035 Palm Street, Fourth FloorSan Luis Obispo, CA  93408",San Luis Obispo County District Attorney (agency that rcvd vehicle),0,0
"99,917",212 PARK ST. TRINIDAD TX. 75163,TRINIDAD POLICE DEPARTMENT,0,0
"99,878",AZ0030100,City of Flagstaff Police Department,"8,389",
"99,878",AZ0039900,Department of Public Safety,"9,500",
"99,859","216 Lincoln Hart, MI 49420",Oceana County Sheriff Dept,0,0
"99,859","302 N Delia, Ludington, MI 49431",Mason County Sheriff Dept,0,0
"99,859","408 S . Harrison St , Ludington, MI 49431",Ludington Police Depaartment,0,0
"99,859","714 S. Harrison, MI",Michigan State Police,0,0
"99,859","Parkdale Ave, Manistee, MI 49660",Manistee County Sheriff Dept,0,0
"99,821",AL0250100,Cullman Police Department,240,
"99,804","1200 Horridge Street   Vinton, LA  70668",Vinton Police Dept,"2,300",
"99,770",MS0240800,D'Iberville Police Department,0,"48,305"
"99,716","309 5th StreetSergeant Bluff, Iowa 51054",Sergeant Bluff Police Dept,0,
"99,711","P.O. Box 388Springfield , KY  40069",Prosecutors Advisory Council / Commonwealth Attorney Office,100,
"99,677","711 G StreetSacramento, CA 95814",Sacramento Sheriff's Department,"49,142",
"99,657","BROWNSVILLE, TEXAS 78523", CAMERON COUNTY DISTRICT ATTORNEY,"4,058",
"99,655","801 Conover DriveGrand Prairie, TX  75050",City of Grand Prairie,"106,801",0
"99,655","PO BOX 90231Arlington, TX  76011",City Of Arlington,"105,129",0
"99,634","165 North Crystal Lake Ave., Lake Mary, Fl., 32746",Lake Mary Police Department,"5,365",0
"99,634","225 Newburyport Ave., Altamonte Springs, Fl., 32701",Altamonte Springs Police Department,"5,365",0
"99,634","235 West Church Ave., Longwood, Fl. 32750",Longwood Police Department,"5,365",0
"99,634","300 North Moss Road, Winter Springs, Fl., 32773",Winter Springs Police Department,"5,365",0
"99,634","400 Alexandria Blvd., Oviedo, Fl. 32765",Oviedo Police Department,"5,365",0
"99,634","4195 South Highway 17-92, Casselberry, Fl. 32707",Casselberry Police Department,"5,365",0
"99,634","815 South French Ave., Sanford, Fl. 32771",Sanford Police Department,"5,365",0
"99,630","116 South Broad Street, Monroe, Ga., 30655",Monroe Police Department,"1,324",0
"99,630","1425 South Madison Ave., Monroe, Ga., 30655",Walton County Narcotics Tasks Force,"2,648",0
"99,617","14100 Civic Park Dr., Riverview,  MI  48193",Riverview Police Department,"19,326","11,813"
"99,617","14400 Dix Toledo, Southgate,  MI 48195",Southgate Police Department,"13,111","8,014"
"99,617","16850 Southfield Rd., Allen Park,  MI 48101",Allen Park Police Department,"19,326","11,813"
"99,617","21313 Telegraph, Brownstown,  MI 48183",Brownstown Police Department,"19,326","11,813"
"99,617","21869 West Rd., Woodhaven, MI 48183",Woodhaven Police Department,"10,659","6,515"
"99,617","22950 Huron River Dr., Huron Twp., MI ",Huron Township Police Department,"19,326","11,813"
"99,617","23555 Goddard, Taylor, MI 48180",Taylor Police Department,"19,326","11,813"
"99,617","3100 Oakwood Blvd., Melvindale, MI 48122",Melvindale Police Department,"6,896","4,215"
"99,617","3131 Biddle Ave., Wyandotte, MI 48192",Wyandotte Police Department,"12,431","7,598"
"99,603","130 Town Center Blvd.Coppell, TX  75019",Coppell Police Department,"15,071","1,824"
"99,603","133 N. Industrial Blvd. LB-19Dallas, TX  75207",Dallas County District Attorney's Office,"41,615",
"99,603","133 N. Industrial Blvd. LB-31Dallas, TX  75207",Dallas County Sheriff's Office,"46,928","1,824"
"99,603","140 N. GreenvilleRichardson, TX  75081",Richardson Police Department,"46,928","1,824"
"99,603","1400 S. Lamar St.Dallas, TX  75215",Dallas Police Department,"234,640","9,121"
"99,603","200 Taylor StreetFort Worth, TX  76102",Tarrant County HIDTA Risc,0,"2,141"
"99,603","216 N. College StreetWaxahachie, TX  75165",Waxahachie Police Department,"41,088",
"99,603","300 S. Jackson StreetWaxahachie, TX  75165",Ellis County Sheriff's Office,"1,634","3,648"
"99,603","305 N. O'Connor Rd.Irving, TX  75061",Irving Police Department,"46,928","1,824"
"99,603","P.O. Box 4087Austin, TX  78733",Texas Department of Public Safety,"42,169","1,824"
"99,509",N/A,Refer to the Fort Lauderdale's  Southeast Regional Taskforce Report,0,0
"99,504","1018 DallasSouth Houston, TX 77587","City Of South Houston Police Department, Texas","41,000",
"99,504","1515 CherrybrookPasadena, TX 77502",Pasadena Independent School District Police Department,"5,000",
"99,504","1700 First St.Seabrook, TX 77586","City of Seabrook Police Department, Texas","102,100",
"99,497","655 Ninety-Sixth StreetBal Harbour, FL 33154-2499",Bal Harbour Police Department,"100,000",
"99,496",MD0240000,Worcester County Bureau of Investigation - Narcotics,"34,212",
"99,482","205 W McDermott, Allen TX  75013",Police Department - City of Allen TX,"5,000",0
"99,470","1400 S. LamarDallas, Texas  75215",Dallas Police Department,"34,659",0
"99,470","200 Taylor StreetFort Worth, Texas  76102",Tarrant County Sheriff's Office,"68,514",0
"99,470","305 N. O'Connor Rd.Irving, Texas  75061",Irving Police Department,"34,656",0
"99,470","350 W. BelknapFort Worth, Texas  76102",Fort Worth Police Department,"34,638",0
"99,470","PO Box 4087Austin, Texas  78773-0437",Texas Department of Public Safety,"17,585",0
"99,470","PO Box 5218Austin, Texas 78763-5218",Texas National Guard Joint Counterdrug Task Force,"71,960",0
"99,463","1230 South Nob Hill Road, Davie, Florida  33324",Town of Davie Police Department,"3,264,821",0
"99,463","1300 West Broward Blvd., Fort Lauderdale, Florida 33312",City of Fort Lauderdale Police Department,"3,264,822",0
"99,463","1475 West Cypress Creek  Road, Suite 200, FT. Lauderdale, Florida  33309 ",Florida Department of Law Enforcement,"3,254,616",0
"99,463","2601 West Broward Blvd. Ft. Lauderdale, Florida  33312",Broward County Sheriff's Office - North Lauderdale District 15,0,0
"99,463","2601 West Broward Blvd. Ft. Lauderdale, Florida  33312",Broward County Sheriff's Office - Pompano District ,0,0
"99,463","2601 West Broward Blvd., Ft. Lauderdale, Florida 33312",Broward County Sheriff''s Office,"3,259,306",0
"99,463","2801 Coral Springs Drive, Coral Springs, Florida 33065", City of Coral Springs Police Department,"3,264,821",0
"99,463","3250 Hollywood Blvd.  Hollywood, Florida  33021",City of Hollywood Police Department,"3,264,821",0
"99,463","3701 NE 22nd Avenue, Lighthouse Point, Florida  33064",City of Lighthouse Point Police Department,"3,267,322",0
"99,463","400 South Federal Highway, Hallandale, Florida  33009-6295",City Of Hallandale Police Department,"3,261,864",0
"99,463","451 NW 70th Terrace, Plantation, Florida  33317",City of Plantation Police Department,"3,264,821",0
"99,463","4800 West Copans Road, Coconut Creek, Florida 33063",City of Coconut Creek Police Department,"3,267,322",0
"99,463","5790 Margate Blvd., Margate, Florida  33063",City of Margate Police Department,"3,267,322",0
"99,463","6279 West Oakland Park Blvd. Lauderhill, Florida 33313",City of Lauderhill Police Department,"3,267,322",0
"99,463","777 Sawgrass Corporate Parkway, Sunrise Florida  33325",City of Sunrise Police Department,"6,220,221",0
"99,463","9500 Pines Blvd., Pembroke Pines, Florida  33024",City of Pembroke Pines Police Departme,"8,016",0
"99,462",FL0370100,"FDLE, TAMPA, FL","12,649",
"99,462",FL0530900,"HAINES CITY POLICE DEPARTMENT, HAINES CITY, FL","12,649",
"99,462",FL0531200,"LAKELAND POLICE DEPARTMENT, LAKELAND, FL","12,649",
"99,462",FL0531600,"WINTER HAVEN POLICE DEPARTMENT, WINTER HAVEN, FL","12,649",
"99,462",FLEQ00186,"HIDTA TASK FORCE, WINTER HAVEN, FL","12,649",
"99,461","307 West Dallas RoadGrapevine, TX  76051",City of Grapevine,0,
"99,461","Attn: Captain Richard D. Reflogal (Narcotics Division)350 West BelknapFort Worth, TX 76102",Fort Worth Police Department,"73,026",
"99,461","Attn: Captain Steve Ramsey305 North O'ConnorIrving, Texas 75061",Irving Police Department - Not current member of task force,528,
"99,461","Attn: Chief Eddie Salame307 West Dallas RoadGrapevine, Texas 76051",Grapevine Police Department - Not current member of task force,"27,888",
"99,461","Attn: Lt. Tammy Ellzey2014 MainDallas, Texas 75201",Dallas Police Department,"90,688",
"99,453",  N/A,  N/A,0,0
"99,451","208 N Partin Drive, Niceville, FL   32578",City of Niceville,"12,741",
"99,431","1502 US Highway 98 Daphne, Alabama 36526",Daphne Police Department ,"14,462",
"99,431","P.O. Box 1208 Bay Minette, Alabama  36507",Bay Minette Police Department,"13,901",
"99,431","P.O. Box 400  Foley, Alabama  36536",Foley Police Department,"27,499",
"99,431","PO Box 1039  Orange Beach, Alabama  36561",Orange Beach Police Department,"13,901",
"99,416",AL043015Y,ALABAMA DEPT OF FORENSIC SCIENCE,"5,018",
"99,364",FL0370100,Florida Department of Law Enforcement,0,"15,104"
"99,364",FL0420100,Ocala Police Department,"19,773",
"99,364",FL0420100,Ocala Police Department,0,"15,104"
"99,331",DEA491520,U.S. Marshall Service,"2,865",
"99,281","Attn:  Judy Simpson, 125 E. 8th AVE, Eugene, OR   97401",Lane County Interagency Narcotics Enforcement Team (LC INET),"10,000",0
"99,279",FL0480000,Orange County Sheriff's Office,"45,917","63,666"
"99,279",FL0480000,Orange County Sheriff's Office,"34,756",0
"99,279",FL0480100,Apopka Police Department,"2,853","4,361"
"99,279",FL0480100,Apopka Police Department,"2,327",0
"99,279",FL048015A,State Attorney's Office 9th Judicial Circuit,"9,511","14,537"
"99,279",FL048015A,State Attorney's Office 9th Judicial Circuit,"7,758",0
"99,279",FL0480300,Ocoee Police Department,38,"4,361"
"99,279",FL0480300,Ocoee Police Department,"2,055",0
"99,279",FL0480400,Orlando Police Department,"25,874",0
"99,279",FL0480400,Orlando Police Department,"31,044","45,683"
"99,279",FL0480600,Winter Park Police Department,"2,327",0
"99,279",FL0480600,Winter Park Police Department,"2,853","4,361"
"99,279",FL0480700,Eatonville Police Department,38,"4,037"
"99,279",FL0480700,Eatonville Police Department,153,0
"99,279",FL0490000,Osceola County Sheriff's Office,"2,853","4,361"
"99,279",FL0490000,Osceola County Sheriff's Office,"2,327",0
"99,278","1501 Precinct Line Rd.Hurst, TX  76054",City of Hurst,"8,839",
"99,257",FL0060000,Broward Sheriff's Office,0,"383,452"
"99,257",FL0130000,Miami-Dade Police Department,0,"336,135"
"99,257",FL013015K,Miami-Dade County Medical Examiner,0,"45,136"
"99,257",FL0130300,Florida City Police Department,0,"18,356"
"99,257",FL0130900,Miami Springs Police Department,0,"29,630"
"99,257",FL0132500,Indian Creek Village,0,"18,293"
"99,256","225 NW Main Blvd., Lake City, Fl  32055",City of Lake City - Police Department,"6,150",
"99,236","14 East Park AvenueChiefland, Florida 32626",Chiefland Police Department,"7,334",
"99,229","2306 Douglass Road, Nacogdoches, TX  75964",Nacogdoches County,199,
"99,229","400 Kenley Drive, Diboll, TX  75941",City of Diboll,109,
"99,229","PO Box 114, Lufkin, TX  75914",Angelina County,1,
"99,229","PO Box 635030, Nacogdoches, TX  75963",City of Nacogdoches,199,
"99,213",FL0060100,CITY OF DANIA BEACH ,"48,178",
"99,213",FL0060100,CITY OF DANIA BEACH,"77,235",
"99,213",FL0060300,CITY OF FORT LAUDERDALE ,132,
"99,213",FL0060300,CITY OF FORT LAUDERDALE,0,886
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"1,067",
"99,213",FL0060300,CITY OF FORT LAUDERDALE ,"2,992",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"1,072",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,912,
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"1,741",
"99,213",FL0060300,CITY OF FORT LAUDERDALE,"2,109",
"99,213",FL0060500,CITY OF HOLLYWOOD,132,
"99,213",FL0060500,CITY OF HOLLYWOOD,0,886
"99,213",FL0060500,CITY OF HOLLYWOOD,912,
"99,213",FL0060500,CITY OF HOLLYWOOD,"1,072",
"99,213",FL0060500,CITY OF HOLLYWOOD,"2,992",
"99,213",FL0060500,CITY OF HOLLYWOOD,"1,067",
"99,213",FL0060500,CITY OF HOLLYWOOD,"1,741",
"99,213",FL0060500,CITY OF HOLLYWOOD,"2,109",
"99,213",FL0062800,CITY OF CORAL SPRINGS,"1,072",
"99,213",FL0062800,CITY OF CORAL SPRINGS,"1,067",
"99,213",FL0062800,CITY OF CORAL SPRINGS,0,"48,000"
"99,213",FL0062800,CITY OF CORAL SPRINGS,"2,109",
"99,213",FL0062800,CITY OF CORAL SPRINGS,0,886
"99,213",FL0062800,CITY OF CORAL SPRINGS,"1,741",
"99,213",FL0062800,CITY OF CORAL SPRINGS,912,
"99,213",FL0062800,CITY OF CORAL SPRINGS ,"2,992",
"99,213",FL0062800,CITY OF CORAL SPRINGS,132,
"99,213",FL0063400,SEMINOLE POLICE DEPARTMENT,"1,741",
"99,213",FL0063400,SEMINOLE POLICE DEPARTMENT,"2,992",
"99,213",FL0063400,SEMINOLE POLICE DEPARTMENT,"2,109",
"99,213",FL0063400,SEMINOLE POLICE DEPARTMENT,132,
"99,213",FL0063400,SEMINOLE POLICE DEPARTMENT,912,
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,"2,109",
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,"1,741",
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,912,
"99,213",PAAMX0200,AMTRAK POLICE DEPARTMENT,"1,072",
