CERTIFICATIONID,AGENCYNAME,NCIC
"116,378",Cherokee County Sheriff's Office,GA0280000
"116,378",Georgia Bureau of Investigation,GAGBI1800
"116,378",Georgia State Patrol,GAGSP2800
"116,378",Holly Springs Police Department,GA0280300
"116,378",Woodstock Police Department,GA0280500
"116,375",Calhoun County Sheriffs Department,AR0070000
"116,375",Camden Police Department,AR0520100
"116,375",Cleveland County Sheriffs Department,AR0130000
"116,375",Columbia County Sheriffs Department,AR0140000
"116,375",Dallas County Sheriffs Department,AR0200000
"116,375",El Dorado Police Department,AR0700100
"116,375",Fordyce Police Department,AR0200100
"116,375",Hampton Police Department,AR0070000
"116,375",Magnolia Police Department,AR0140100
"116,375",Ouachita County Sheriffs Department,AR0520000
"116,375",Rison Police Department,AR0130000
"116,375",Smackover Police Department,AR0700000
"116,375",Union County sheriffs Department,AR0700000
"116,356",California Department of Justice,CA0349496
"116,356",El Dorado County Sheriff,CA0090000
"116,356",South Lake Tahoe Police Department,CA0090200
"116,338",Chris Coglizer,WA0290262
"116,338",Chris Kading,WA0290262
"116,338",Dave Floyd,WA0290262
"116,338",Duane Neufeld,WA0290262
"116,338",John Belanger,WA0290262
"116,338",Linda Routon,WA0290262
"116,338",Mark Stites,WA0290262
"116,338",Seim De La Cruz,WA0290262
"116,338",Travis Ernsdorff,WA0290262
"116,338",Trisha Johnson,WA0290262
"116,338",Will Reichardt,WA0290262
"116,321",Adel Police Department,GA0370100
"116,321",Clinch County Sheriff's Office,GA0320001
"116,321",Cook County Sheriff's Office,GA0370000
"116,321",Echols County Sheriff's Office,GA0500000
"116,321",Homerville Police Department,GA0320100
"116,321",Lanier County Sheriff's Office,GA0860000
"116,321",Lenox Police Department,GA0370200
"116,321",Nashville Police Department,GA0100100
"116,321",Sparks Police Department,GA0370300
"116,257",ELBERTON POLICE DEPARTMENT,GA0520000
"116,257",FRANKLIN COUNTY SHERIFF'S OFFICE,GA0590000
"116,257",FRANKLIN SPRINGS POLICE DEPARTMENT,GA0590500
"116,257",HARTWELL POLICE DEPARTMENT,GA0730000
"116,257",ROYSTON POLICE DEPARTMENT,GA0590300
"116,257",WASHINGTON POLICE DEPARTMENT,GA1500000
"116,257",WILKES COUNTY SHERIFF'S OFFICE,GA1570000
"116,250",Cocke County Sheriff's Department,TN0150000
"116,250",Dandridge Police Department,TN0450300
"116,250",District Attorney General,TN0780500
"116,250",Gatlinburg Police Department,TN0780100
"116,250",Grainger County Sheriff's Department,TN0290000
"116,250",Jefferson City Police Department,TN0450100
"116,250",Jefferson County Sheriff's Department,TN0450000
"116,250",Newport Police Department,TN0150100
"116,250",Pigeon Forge Police Department,TN0780300
"116,250",Sevier County Sheriff's Department,TN0780000
"116,250",Sevierville Police Department,TN0780200
"116,250",White Pine Police Department,TN0450200
"116,195",Auburn Police Department,WA0170100
"116,195",Federal Way Police Department,WA0173600
"116,195",Kent Police Department,WA0170700
"116,195",Port of Seattle Police Department,WA0173200
"116,195",Renton Police Department,WA0171300
"116,195",Tukwila Police Department,WA0172300
"116,194",Clay County Sheriff's Department,GA0300000
"116,194",Colquitt Police Department,GA1000100
"116,194",Donalsonville Police Department,GA1250100
"116,194",Early County Department of Public Safety,GA0490001
"116,194",Fort Gaines Police Department,GA0300100
"116,194",Georgia Bureau of Investigation,GAGBI1500
"116,194",Miller County Sheriff's Department,GA1000000
"116,194",Pataula Judicial Circuit District Attorney,GA120015A
"116,194",Randolph County Sheriff's Department,GA1200000
"116,194",Seminole County Sheriff's Department,GA1250000
"116,179",BEREA POLICE DEPARTMENT,KY0760100
"116,179",IRVINE POLICE DEPARTMENT,KY0330100
"116,179",JACKSON COUNTY SHERIFF'S DEPARTMENT,KY0550000
"116,179",MADISON COUNTY SHERIFF'S DEPARTMENT,KY0760000
"116,166",OHIO COUNTY SHERIFF'S DEPARTMENT,WV0350000
"116,166",WHEELING POLICE DEPARTMENT,WV0350100
"116,157",Chelan County Prosecutor's Office,WA004013A
"116,157",Chelan County Sheriff's Office,WA0040000
"116,157",City of Wenatchee Police Department,WA0040400
"116,157",Washington State Patrol,WAWSP0020
"116,146",California Department of Justice BNE,ca0389478
"116,146",California Highway Patrol,ca0231520
"116,146",Fort Bragg PD,ca0230100
"116,146","Mendocino County Sheriff's Office",ca0230000
"116,146",Ukiah PD,ca0230300
"116,146",Willits PD,ca0230400
"116,107",California Highway Patrol,CA0349965
"116,107",Clayton Police Department ,CA0070300
"116,107",Danville Police Department ,CA0070021
"116,107",Martinez Police Department ,CA0071400
"116,107","Office of the Sheriff, Contra Costa County",CA0070000
"116,107",Pittsburg Police Department ,CA0070800
"116,107",Pleasant Hill Police Department ,CA0070900
"116,107",San Ramon Police Department ,CA0704000
"116,107",Walnut Creek Police Department ,CA0071200
"116,091",Dorchester County Sheriff's Office,MD0100000
"116,091",Maryland State Police,MDMSP9400
"116,074",Arnold Police Department,MO0500700
"116,074",Crystal City Police Department,MO0500100
"116,074",Festus Police Department,MO0500300
"116,074",Herculaneum Police Department,MO0500800
"116,074",Jefferson County Sheriff's Office,MO0500000
"116,074",Pevely Police Department,MO0500600
"116,052",Bountiful City Police Department,UT0060100
"116,052",Clearfield City Police Department,UT0060200
"116,052",Davis County Sheriff's Office,UT0060000
"116,052",Layton City Police Department,UT0060300
"116,052",Syracuse City Police Department,UT0061200
"116,052",Utah Department of Corrections/AP&P,UT006025G
"116,020",Arcola Police Department,IL0210100
"116,020",Charleston Police Department,IL0150200
"116,020",Coles County Sheriff's Office,IL0150000
"116,020",Douglas County Sheriff's Office,IL0210000
"116,020",Eastern Illinois University Police Department,IL0150600
"116,020",Illinois State Police,IL0100900
"116,020",Mattoon Police Department,IL0150300
"116,020",Moultrie County Sheriff's Office,IL0700000
"116,002",ASHLAND POLICE DEPARTMENT,OR0150001
"116,002",DRUG ENFORCEMENT ADMINISTRATION (DEA),OR0150001
"116,002",FEDERAL BUREAU OF INVESTIGATION,OR0150001
"116,002",INTERNAL REVENUE SERVICE,OR0150001
"116,002",JACKSON COUNTY PAROLE AND PROBATION,OR0150001
"116,002",JACKSON COUNTY SHERIFF'S OFFICE (Note: Same ORI used for task force),OR0150001
"116,002",OREGON NATIONAL GUARD,OR0150001
"116,002",OREGON STATE POLICE,OR0150001
"116,000",Desoto Parish Sheriffs Office,LA0160000
"116,000",Red River Parish Sheriffs Office,LA0410000
"116,000",Sabine Parish Sheriffs Office,LA0430000
"115,963",Beckham County Sheriff's Office,OK0050000
"115,963",Burns Flat Police Department,OK0750300
"115,963",Clinton Police Department,OK0200100
"115,963",Cordell Police Department,OK0750100
"115,963",Custer City Police Department,OK0200000
"115,963",Custer County Sheriff's Office,OK0200000
"115,963",District 2 District Attorney,OK020015A
"115,963",Elk City Police Department,OK0050100
"115,963",Ellis County Sheriff's Office,OK0230000
"115,963",Roger Mills County Sheriff's Office,OK0650000
"115,963",Sayre Police Department,OK0050300
"115,963",Washita County Sheriff's Office,OK0750000
"115,958","City of Rohnert Park Police Department     130 Avram Ave.     Rohnert Park, CA 94927",CA0490400
"115,958","City of Vallejo Police Department     111 Amador Street     Vallejo, CA 95687",CA0480700
"115,958","City of Walnut Creek Police Department     1666 N. Main St.    Walnut Creek, CA 94596",CA0071200
"115,958","Contra Costa County District Attorney     900 Ward Street     Martinez, CA 94553",CA007013A
"115,958","Marin County District Attorney's Office     3501 Civic Center Drive, Room 130   San Rafael, CA 94903",CA021013A
"115,958","Napa County District Attorney     931 Parkway Mall     Napa, CA 94559",CA
"115,958","Sonoma County District Attorney     600 Administration Drive, Room 212-J      Santa Rosa, CA 95403",CA049013A
"115,944","California Highway Patrol - 2020 Junction Avenue, San Jose, CA 95130",CA0349965
"115,944",Campbell PD - 70 N. First St. Campbell CA,CA0430200
"115,944","Los Gatos PD - 110 E. Main St. Los Gatos, CA",CA0043070
"115,944","Mt. View PD - 1000 Villa St.Mt. View, CA",CA0431100
"115,944","San Jose PD - 201 W. Mission, San Jose, CA",CA0431300
"115,944","Santa Clara County Probation Dept - 2600 N. First St. San Jose, CA ",CA043013G
"115,944","Santa Clara PD - 601 El Camino real, Santa Clara, CA",CA0431400
"115,927",California Highway Patrol,CA0529930
"115,927",Corning Police Department,CA0520100
"115,927",Department of Justice (BNE),CA0459400
"115,927",Red Bluff Police Department,CA0520200
"115,927",Tehama County District Attorney's Office,CA052013A
"115,927",Tehama County Sheriff ,CA0520000
"115,922",Brad Hamm,TN0900400
"115,922",First Judicial District Drug Task Force,TN0900400
"115,922",Jeff Dean,TN0900400
"115,922",Patrick White,TN0900400
"115,922",Sollie Rabun,TN0900400
"115,922",Starling McCloud,TN0900400
"115,917",Augusta Police Department,KY0120100
"115,917",Bath County Sheriff Department,KY0060000
"115,917",Bracken County Sheriff Department,KY0120000
"115,917",Brooksville Police Department,KY0120100
"115,917",Fleming County Sheriff Department,KY0350000
"115,917",Flemingsburg Police Department,KY0350100
"115,917",Mason County Sheriff Department,KY0810000
"115,917",Maysville Police Department,KY0810100
"115,917",Montgomery County Sheriff Department,KY0870000
"115,917",Mt. Olivet Police Department,KY1010100
"115,917",Owingsville Police Department,KY0060100
"115,917",Pendleton County Sheriff Department,KY0960000
"115,917",Robertson County Sheriff Department,KY1010000
"115,905",Adam Lobdell,CA0350600
"115,905",Michael Mull,CA0350600
"115,905",William Jurevich,CA0350600
"115,865",Emanuel County Sheriff's Department,GA0530000
"115,865",Lyons Police Department,GA1380100
"115,865",Soperton Police Department,GA1400100
"115,865",Swainsboro Police Department,GA0530100
"115,865",Toombs County Sheriff's Department,GA1380000
"115,865","Treutlen County Sheriff's Department",GA1400000
"115,865",Twin City Police Department,GA0530300
"115,848",Cambria Police Department,IL1001400
"115,848",Carbondale Police Department,IL0390100
"115,848",City of Spillertown,IL1001400
"115,848",Crainville Police Department,IL1001400
"115,848",Herrin Police Department,IL1000200
"115,848",Illinois State Police,IL0730700
"115,848",Johnston City Police Department,IL1000300
"115,848",Marion Police Department,IL1000400
"115,848",Pittsburg Police Department,IL1001400
"115,848",S.I. U. Deparment of Public Safety,IL0390300
"115,848",Village of Creal Springs,IL1000600
"115,848",Village of Whiteash,IL1001400
"115,848",Williamson County Sheriff's Department,IL1000000
"115,840",Camden County Sheriff's Department,MO0150000
"115,840",City of Lebanon Police Department,MO0530200
"115,840",City of Osage Beach Dept of Public Safety,MO0150200
"115,840",Crawford County Sheriff's Department,MO0280000
"115,840",Gasconade County Sheriff's Department,MO0370000
"115,840",Laclede County Sheriff's Department,MO0530000
"115,840",Maries County Sheriff's Department,MO0630000
"115,840",Missouri State Highway Patrol - DDCC,MOMHP0006
"115,840",Pulaski County Sheriff's Department,MO0850000
"115,834",Arcata Police Department,CA0120100
"115,834",California Highway Patrol,CA0129900
"115,834",Department of Justice,CA0459400
"115,834",Eureka Police Department,CA0120300
"115,834",Federal Bureau of Investigation,CAFBI0F00
"115,834",Humboldt County District Attorney's Office,CA012013A
"115,834",Humboldt County Sheriff's Department,CA0120000
"115,798",City of Alma Department of Public Safety,MI2921300
"115,798",City of Corunna Police Department,MI7833500
"115,798",City of Owosso Department of Public Safety,MI7864500
"115,798",City of St. Louis Police Department,MI2972700
"115,798",City of St. Louis-Fiduciary,MI2972700
"115,798",Gratiot County Sheriff's Office,MI2912900
"115,798",Michigan Department of State Police,MI7800700
"115,798",Shiawassee County Sheriff's Office,MI7817800
"115,797",Caroline County Sheriff's Office,MD0060000
"115,797",Denton Police Department,MD0060100
"115,797",Federalsburg Police Department,MD0060200
"115,797",Maryland Natural Resources Police,MD0020500
"115,797",Maryland State Police Drug Enforcement,MDMSP9400
"115,797",Preston Police Department,MD0060400
"115,797",Ridgely Police Department,MD0060500
"115,797","State's Attorney's Office, Caroline Co.",MD006033A
"115,788",Clark County Sheriff's Dept,IL0120000
"115,788",Cumberland Co Sheriff's Dept,IL0180000
"115,788",Flora Police Dept,IL0130200
"115,788",Marion County Sheriff's Dept,IL0610000
"115,780",Auburn Hills Police Department,MI6385100
"115,780",Bloomfield Township Police Department,MI6326200
"115,780",Pontiac Police Department,MI6367300
"115,778",Lincoln Interagency Narcotics Team,
"115,704",Harrisville Police Department,UT0290800
"115,704",Morgan County Sheriff's Office,UT0150000
"115,704",North Ogden Police Department,UT0290500
"115,704",Ogden Police Department,UT0290100
"115,704",Pleasant View Police Department,UT0291100
"115,704",Riverdale Police Department,UT0290600
"115,704",Roy Police Department,UT0290200
"115,704",South Ogden Police Department,UT0290300
"115,704",Weber County Sheriff's Office,UT0290000
"115,693",Lumpkin County,GA0930000
"115,693",Towns County,GA1390000
"115,693",Union County,GA1440000
"115,693",White County (Host Agency),GA1540000
"115,689",MONROE SAFE STREETS/INNOCENT IMAGES,LAFBI0400
"115,634",Adair County Sheriff's Office,OK0010000
"115,634",Cherokee County Sheriff's Office,OK0110000
"115,634",District 27 Drug Task Force,OK011015A
"115,634",Sequoyah County Sheriff's Office,OK0680000
"115,634",Tahlequah Police Department,OK0110100
"115,634",Wagoner County Sheriff's Office,OK0730000
"115,631",Clatskanie Police Department,OR0050100
"115,631",Columbia City Police Department,OR0050600
"115,631",Columbia County District Attorney Office,OR005013A
"115,631",Columbia County Sheriff's Office,OR0050000
"115,631",Oregon State Police,OR0SP0000
"115,631",Rainier Police Department,OR0050200
"115,631",Scappoose Police Department,OR0050400
"115,631",St. Helens Police Department,OR0050300
"115,631",Vernonia Police Department,OR0050500
"115,626",Bremen Police Department,GA0710100
"115,626",Dallas Police Department,GA1100100
"115,626",Haralson County Sheriff's Office,GA0710000
"115,626",Paulding County Sheriff's Office,GA1100000
"115,614",Belmond Police Department,IA0990200
"115,614",Britt Police Department,IA0410200
"115,614",Butler County Sheriff's Office,IA0120000
"115,614",Cerro Gordo County Sheriff's Office,IA0170000
"115,614",Charles City Police Department,IA0340100
"115,614",Clarion Police Departmnt,IA0990300
"115,614",Clear Lake Police Department,IA0170100
"115,614",Eagle Grove Police Department,IA0990100
"115,614","Floyd County Sheriff's Office, Nora Springs Police Department",IA0340000
"115,614",Forest City Police Department,IA0950100
"115,614","Franklin County Sheriff's Office, Sheffield Police Department",IA0350000
"115,614",Garner Police Department,IA0410100
"115,614",Hampton Police Department,IA0350100
"115,614","Hancock County Sheriff's Office, Kanawha Police Department",IA0410000
"115,614",Lake Mills Police Department,IA0950200
"115,614",Manly Police Department,IA0980200
"115,614",Mason City Police Department,IA0170200
"115,614","Mitchell County Sheriff's Office, Stacyville Police Deparatment",IA0660000
"115,614",Northwood Police Department,IA0980100
"115,614",Osage Police Department,IA0660100
"115,614",Parkersburg Police Department,IA0120100
"115,614",Shell Rock Police Department,IA0120200
"115,614",St. Ansgar Police Department,IA0660200
"115,614",Winnebago County Sheriff's Office,IA0950000
"115,614",Worth County Sheriff's Office,IA0980000
"115,614",Wright County Sheriff's Office,IA0990000
"115,608",Franklin Police Department,KY0710900
"115,608",Logan County Sheriffs Department,KY071099o
"115,608",Russellville Police Department,KY0710900
"115,608",Simpson County Sheriffs Department,KY0710900
"115,538",City of Missoula Police Department,MT0320100
"115,538",Missoula County Attorney's Office,MT032013A
"115,538",Missoula County Sheriff's Department,MT0320000
"115,480",Hermiston Police Department,ORO300100
"115,480",Milton-Freewater Police Department,ORO300200
"115,480",Morrow County Sheriff's Office,ORO250000
"115,480",Oregon State Police - Pendleton,OROSP4800
"115,480",Pendleton Police Department,ORO300300
"115,480",Umatilla County Sheriff's Office,ORO300000
"115,479",Barren Co. Sheriff Department,KY0050100
"115,479",Edmonson Co. Sheriff Department,KY0310000
"115,446",Habersham County Sheriff's Office,GA0680000
"115,446",Mountain NCIS Team,GAEQ00047
"115,446",Rabun County Sheriff's Office,GA1190000
"115,446",Stephens County Sheriff's Office,GA1270000
"115,424","Atoka Police Department 334 Atoka Munford Ave., Atoka Tn. 38004",TN0840500
"115,424","Bolivar Police Dept. 211 West Jackson St., Bolivar Tn. 38008",TN0350100
"115,424","Covington Police Department 133 E. Pleasant Ave., Covington Tn. 38019",TN0840100
"115,424","Fayette County Sheriff Dept. 705 Justice Drive, Somerville Tn. 38068",TN0240000
"115,424","Hardeman County Sheriff Dept. 315 East Market St., Bolivar Tn. 38008",TN0350000
"115,424","Lauderdale County Sheriff Dept. 675 Hwy. 51 South, Ripley Tn. 38063",TN0490000
"115,424","McNairy County Sheriff Dept. 300 Industrial Drive, Selmer Tn. 38375",TN0550000
"115,424",Munford Police Department 63 College St. Munford Tn. 38058,TN0840200
"115,424","Ripley Police Department 110 South Washington St., Ripley Tn. 38063",TN0490100
"115,424","Selmer Police Dept. 144 North 2nd St., Selmer Tn. 38375",TN0550100
"115,424","Somerville Police Dept. 117 W. North St., Somerville Tn. 38068",TN0240100
"115,424","Tipton County Sheriff Dept. 1801 College St., Covington Tn. 38019",TN0840000
"115,424","Whiteville Police Dept. 204 East Main St., Whiteville Tn. 38075",TN0350200
"115,423",Davis County Sheriff's Office,IA0260100
"115,423",Henry County Sheriff's Office,IA0440000
"115,423",Mt. Pleasant Police Dept.,IA0440100
"115,423",Ottumwa Police Dept.,IA0900100
"115,423",Van Buren County Sheriff's Office,IA0890000
"115,423",Wapello County Sheriff's Office,IA0900000
"115,413",ALBERTVILLE P.D.,AL0500100
"115,413",ARAB P.D.,AL0500300
"115,383",Jupiter Police Department,FL0501700
"115,383","State Attorney, 15th Judicial Circuit",FL050015A
"115,383",West Palm Beach Police Department,FL0500800
"115,363",Freeport Police Department,IL0890100
"115,363",Green County Sheriff's Department,WI0230000
"115,363",Illinois State Police,IL0842500
"115,363",Loves Park Police Department,IL1010200
"115,363",Monroe Police Department,WI0230100
"115,363",Rockford Police Department,IL1010400
"115,363",Stephenson County Sheriff's Department,IL0891400
"115,091","Cass County Sheriff's Department",TX0340000
"115,091",Marion County Sheriff's Office,TX1580000
"115,091",Morris County Sheriff's Department,TX1720000
"115,078",Lt. Michael Dalcamo,BTFN04406
"115,078",Patrick Cannon,PA0101700
"115,065",Columbus Division of Police,OHCOP0000
"115,065",Franklin County Prosecutor's Office,OH025013A
"115,065",Gahanna Division of Police,OH0250400
"115,065",Genoa Township Division of Police,OH0210800
"115,065",Ohio Department of Rehabilitation and Corrections (applying for ORI number) No $ paid until active,OH0000000
"115,065",Reynoldsburg Division of Police,OH0250800
"115,065",Upper Arlington Division of Police,OH0250900
"115,064",Columbus Division of Police,OHCOP0000
"115,064",Fairfield-Hocking Major Crimes Unit,OH0231600
"115,064",Franklin County Prosecutor's Office,OH025013A
"115,064",Gahanna Division of Police,OH0250400
"115,064",Ohio Bureau of Identification & Investigations,OHBCI0000
"115,030",Algoma City Police Department ,WI0310100
"115,030",Door County Sheriff's Department ,WI0150000
"115,030",Kewaunee City Police Department ,WI0310200
"115,030",Kewaunee County Sheriff's Department,WI0310000
"115,030",Luxemburg Village Police Department ,WI0310400
"115,030",Sturgeon Bay Police Department ,WI0150100
"114,986",23rd Judicial District Drug Task Force,TN0220400
"114,986","ASHLAND CITY POLICE DEPARTMENT,  CHETHAM COUNTY COURTHOUSE, ASHLAND CITY, TN  37016",TN0110100
"114,986","DICKSON POLICE DEPARTMENT, 202 NORTH MAIN STREET, DICKSON, TN 37055",TN0220100
"114,986","McEWEN POLICE DEPARTMENT, PO BOX 236, McEWEN, TN  37101",TN4303000
"114,986","STEWART COUNTY SHERIFF'S OFFICE, PO BOX 69,DOVER, TN  37058",TN0810000
"114,879",Christopher Police Department,IL0280200
"114,879",Fairfield Police Department,IL0960100
"114,879",Hamilton County Sheriff's Office,IL0000033
"114,879",Metropolis Police Department,IL0640300
"114,879",Mt. Carmel Police Department,IL0930100
"114,879",Royalton Police Department,IL0280300
"114,879",Saline County Sheriff's Office,IL0830000
"114,879",Sesser Police Department,IL0280400
"114,879",Wabash County Sheriff's Office,IL0930000
"114,879",Zeigler Police Department,IL0280600
"114,834",18th East Judicial District Drug Task Force,AR0260200
"114,834","Charles Kirk, Investigator",AR0260200
"114,834","David Brian Keck, Investigator",AR0260200
"114,834","James Daniel Wilson, Investigator",AR0260200
"114,834","John Greathouse, Investigator",AR0260200
"114,834","Scotty J. Dodd, Investigator",AR0260200
"114,834","Sgt. Chris Chapmond, Project Coordinator",AR0260200
"114,834","Steve Oliver, Project Director",AR0260200
"114,834","Suzanne Vaughn, Fiscal Officer",AR0260200
"114,777",Grant County Sheriff,IN0270000
"114,777",Marion Police Department,IN0270200
"114,760",Arnolds Park Police Department,IA0300000
"114,760",Clay County Sheriff's Office,IA0210000
"114,760",Dickinson County Sheriff's Office,IA0300000
"114,760",Emmet County Sheriff's Office,IA0320000
"114,760",Estherville Police Department,IA0320100
"114,760",Lake Park Police Department,IA0300000
"114,760",Milford Police Department,IA0300200
"114,760",O'Brien County Sheriff's Office,IA0710000
"114,760",Okoboji Police Department,IA0300000
"114,760",Osceola County Sheriff's Office,IA0720000
"114,760",Sheldon Police Department,IA0710300
"114,760",Spirit Lake Police Department,IA0300100
"114,670",City/County Narcotics Unit,WA0390564
"114,670",Union Gap Police Department,WA0390400
"114,670",Yakima County sheriff's Department,WA0390000
"114,566",Derry Twp PD,pa0221500
"114,566",Lower Paxton Twp PD,pa0220405
"114,566",Lower Swatara Twp PD,pa0221700
"114,566",Middletown Borough PD,pa0220500
"114,566",Penbrook Borough PD,pa0221300
"114,566",Steelton Borough PD,pa0220700
"114,566",Susquehanna Twp PD,pa0220800
"114,566",Swatara Twp PD,pa0220900
"114,534",Milwaukee County District Attorney's Office,WI041013A
"114,534",Milwaukee Police Department,WI0410073
"114,534",South Milwaukee Police Department,WI0411400
"114,534",West Allis Police Department,WI0411600
"114,478",City Stanwood,WA0311400
"114,478",City of Arlington,WA0310100
"114,478",City of Bothell,WA0170300
"114,478",City of Brier,WA0310800
"114,478",City of Darrington,WA0310900
"114,478",City of Edmonds,WA0310200
"114,478",City of Everett,WA0310300
"114,478",City of Gold Bar,WA0000000
"114,478",City of Granite Falls,WA0311100
"114,478",City of Index,WA0000000
"114,478",City of Lake Forest Park,WA0172600
"114,478",City of Lake Stevens,WA0311900
"114,478",City of Lynnwood,WA0310400
"114,478",City of Marysville,WA0310500
"114,478",City of Mill Creek,WA0312100
"114,478",City of Monroe,WA0311200
"114,478",City of Mountlake Terrace,WA0310600
"114,478",City of Mukilteo,WA0311300
"114,478",City of Snohomish,WA0310700
"114,478",City of Sultan,WA0311500
"114,478","DSHS, Child Protective Services",WA0000000
"114,478",Sauk Suiattle Tribe,WA0000000
"114,478",Snohomish Health District,WA0000000
"114,478",Stillaguamish Tribe,WA0000000
"114,478",Tulalip Tribes,WA0000000
"114,478",Washington State Patrol,WASP00000
"114,468",Vigo County Drug Task Force,IN0840101
"114,468",Vigo County Drug Task Force,IN0840101
"114,438",Bainbridge Island Police Department ,WA0180700
"114,438",Bremerton Police Department,WA0180100
"114,438",Kitsap County Sheriff's Office,WA0180000
"114,438",Mason County Sheriff's Office,WA0230000
"114,438",NCIS,WANIS0400
"114,438",Pierce County Sheriff's Office,WA0270000
"114,438",Port Orchard Police Department,WA0180400
"114,438",Poulsbo Police Department,WA0180500
"114,438",Shelton Police Department,WA0230400
"114,438",Washington State Patrol,WAWSP0020
"114,356",CITY OF AURORA POLICE DEPT.,OH0670100
"114,356",CITY OF KENT POLICE DEPT.,OH0670300
"114,356",CITY OF RAVENNA POLICE DEPT.,OH0670500
"114,356",CITY OF STREETSBORO POLICE DEPT.,OH0671200
"114,356",PORTAGE COUNTY SHERIFF'S OFFICE,OHEQ00275
"114,356",VILLAGE OF GARRETTSVILLE POLICE DEPT.,OH0670200
"114,328","Chief Ray Johnson, Treasurer",MOEQ00050
"114,328",Major case Squad of Greater St. Louis,MOEQ00050
"114,328","Sheriff Mearl J. Justus, Chairman",MOEQ00050
"114,322",Brush Police Department,CO0440100
"114,322",Burlington Police Department,CO0320100
"114,322",Fort Morgan Police Department,CO0440200
"114,322",Haxtun Police Department,CO0480200
"114,322",Holyoke Police Department,CO0480100
"114,322",Kit Carson County Sheriff's Office,CO0320000
"114,322",Logan County Sheriff's Office,CO0380000
"114,322",Morgan County Sheriff's Office,CO0440000
"114,322",Phillips County Sheriff's Office,CO0480000
"114,322",Sedgwick County Sheriff's Office,CO0580000
"114,322",Sterling Police Department,CO0380100
"114,322",Washington County Sheriff's Office,CO0610000
"114,322",Wray Police Department,CO0630100
"114,322",Yuma County Sheriff's Office,CO0630000
"114,322",Yuma Police Department,CO0630200
"114,262",Brooklyn Park,
"114,262",Dakota County ,
"114,262",Hennepin County,
"114,262",Immigration & Customs Enforcement,
"114,262",Lino Lakes,
"114,262",MN Dept of Corrections,
"114,262",Maplewood,
"114,262",Metro Transit,
"114,262",Minneapolis,
"114,262",North St. Paul,
"114,262",Ramsey County,
"114,262",Richfield,
"114,262",St. Paul,
"114,262",Washington County,
"114,262",West St. Paul,
"114,224",Bartow County Sheriff's Office,
"114,224",Cartersville Police Derpartment,
"114,219",DEA Task Force Colorado Springs Resident ,
"114,189",Salina Kansas Police Department,
"114,189",Saline County Sheriff's Department,
"114,172",Dodgeville Police Department,WI0250100
"114,172",Grant County Sheriff's Department,WI0220000
"114,172",Iowa County Sheriff's Department,WI0250000
"114,172",Platteville Police Department,WI0220500
"114,172",Richland Center Police Department,WI0530100
"114,172",Richland County Sheriff's Department,WI0530000
"114,118",Brown County Sheriff's Office,
"114,118",Lyon County Sheriff's Office,
"114,118",Marshall Police Department,
"114,118",New Ulm Police Department,
"114,118",Redwood County Sheriff's Office,
"114,118",Redwood Falls Police Department,
"114,058",Germantown Police Department,
"114,058",Hartford Police Department,
"114,058",Jackson Police Department,
"114,058",Kewaskum Police Department,
"114,058",Slinger Police Department,
"114,058",West Bend Police Department,
"114,049",CARMEL POLICE DEPARTMENT,IN0290100
"114,049",HAMILTON COUNTY SHERIFF'S DEPARTMENT,IN0290000
"114,049",HANCOCK COUNTY SHERIFF'S DEPARTMENT,IN0300000
"114,049",INDIANAPOLIS METROPOLITAN POLICE DEPARTMENT,IN0494900
"114,049",LAWRENCE POLICE DEPARTMENT,IN0490200
"114,021",Lake Charles Police Department,
"114,011",PORTAGE COUNTY PROSECUTOR,
"113,873","Columbiana County Sheriff""s Office",
"113,873",East Liverpool Police Department,
"113,873",Leetonia Police Department,
"113,873",Lisbon Police Department,
"113,873",Salem Police Department,
"113,873",Wellsville Police Department,
"113,810",City of Bedford,
"113,810",City of Bedford Hts,
"113,810",City of Garfield Hts,
"113,810",City of Maple Hts,
"113,810",City of Solon,
"113,810",Village of Oakwood,
"113,810",Village of Walton Hills,
"113,798",Berwyn Heights Police Department,
"113,798",United States Secret Service,
"113,796",ADAMS TWP POLICE DEPARTMENT,
"113,796",ASHVILLE BORO POLICE DEPARTMENT,
"113,796",BLACKLICK TWP POLICE DEPARTMENT,
"113,796",CAMBRIA TWP POLICE DEPARTMENT,
"113,796",CARROLLTOWN BORO POLICE DEPARTME,
"113,796",CONEMAUGH TWP POLICE DEPARTMENT,
"113,796",CRESSON BORO POLICE DEPARTMENT,
"113,796",CRESSON TWP POLICE DEPARTMENT,
"113,796",CROYLE TWP POLICE DEPARTMENT,
"113,796",DALE BORO POLICE DEPARTMENT,
"113,796",EAST TAYLOR TWP POLICE DEPT.,
"113,796",EBENSBURG BORO POLICE DEPT.,
"113,796",FERNDALE BORO POLICE DEPARTMENT,
"113,796",GALLITIZIN TWP POLICE DEPARTMENT,
"113,796",GALLITZIN BORO POLICE DEPARTMENT,
"113,796",GEISTOWN BORO POLICE DEPARTMENT,
"113,796",HASTINGS BORO POLICE DEPARTMENT,
"113,796",JACKSON TWP POLICE DEPARTMENT,
"113,796",JOHNSTOWN POLICE DEPARTMENT,
"113,796",LORETTO BORO POLICE DEPARTMENT,
"113,796",N CAMBRIA BORO POLICE DEPARTMENT,
"113,796",NANTY GLO BORO POLICE DEPARTMENT,
